id,timestamp,wtgid,siteid,tditag,value,insert_time
984435,2020-02-20 13:40:00.000000,ANH01A01,ANH01,Tag1,1,2020-02-19 17:40:51.072
984436,2020-02-20 13:40:00.000000,ANH01A02,ANH01,Tag1,46,2020-02-19 17:40:51.072
984437,2020-02-20 13:40:00.000000,ANH01A03,ANH01,Tag1,71,2020-02-19 17:40:51.072
984438,2020-02-20 13:40:00.000000,ANH01B01,ANH01,Tag1,90,2020-02-19 17:40:51.072
984439,2020-02-20 13:40:00.000000,ANH01B02,ANH01,Tag1,25,2020-02-19 17:40:51.072
984440,2020-02-20 13:40:00.000000,ANH01B03,ANH01,Tag1,79,2020-02-19 17:40:51.072
984441,2020-02-20 13:40:00.000000,ANH01C01,ANH01,Tag1,32,2020-02-19 17:40:51.072
984442,2020-02-20 13:40:00.000000,ANH01C02,ANH01,Tag1,39,2020-02-19 17:40:51.072
984443,2020-02-20 13:40:00.000000,ANH01C03,ANH01,Tag1,14,2020-02-19 17:40:51.072
984444,2020-02-20 13:40:00.000000,ANH01A01,ANH01,Tag2,on,2020-02-19 17:40:51.072
984445,2020-02-20 13:40:00.000000,ANH01A02,ANH01,Tag2,on,2020-02-19 17:40:51.072
984446,2020-02-20 13:40:00.000000,ANH01A03,ANH01,Tag2,on,2020-02-19 17:40:51.072
984447,2020-02-20 13:40:00.000000,ANH01B01,ANH01,Tag2,on,2020-02-19 17:40:51.072
984448,2020-02-20 13:40:00.000000,ANH01B02,ANH01,Tag2,on,2020-02-19 17:40:51.072
984449,2020-02-20 13:40:00.000000,ANH01B03,ANH01,Tag2,on,2020-02-19 17:40:51.072
984450,2020-02-20 13:40:00.000000,ANH01C01,ANH01,Tag2,on,2020-02-19 17:40:51.072
984451,2020-02-20 13:40:00.000000,ANH01C02,ANH01,Tag2,on,2020-02-19 17:40:51.072
984452,2020-02-20 13:40:00.000000,ANH01C03,ANH01,Tag2,on,2020-02-19 17:40:51.072
984453,2020-02-20 13:40:00.000000,ANH01A01,ANH01,Tag3,false,2020-02-19 17:40:51.072
984454,2020-02-20 13:40:00.000000,ANH01A02,ANH01,Tag3,true,2020-02-19 17:40:51.072
984455,2020-02-20 13:40:00.000000,ANH01A03,ANH01,Tag3,true,2020-02-19 17:40:51.072
984456,2020-02-20 13:40:00.000000,ANH01B01,ANH01,Tag3,true,2020-02-19 17:40:51.072
984457,2020-02-20 13:40:00.000000,ANH01B02,ANH01,Tag3,true,2020-02-19 17:40:51.072
984458,2020-02-20 13:40:00.000000,ANH01B03,ANH01,Tag3,true,2020-02-19 17:40:51.072
984459,2020-02-20 13:40:00.000000,ANH01C01,ANH01,Tag3,true,2020-02-19 17:40:51.072
984460,2020-02-20 13:40:00.000000,ANH01C02,ANH01,Tag3,true,2020-02-19 17:40:51.072
984461,2020-02-20 13:40:00.000000,ANH01C03,ANH01,Tag3,false,2020-02-19 17:40:51.072
984462,2020-02-20 13:40:00.000000,ANH01A01,ANH01,Tag4,1970-01-01 00:00:00,2020-02-19 17:40:51.072
984463,2020-02-20 13:40:00.000000,ANH01A02,ANH01,Tag4,1970-01-01 00:00:00,2020-02-19 17:40:51.072
984464,2020-02-20 13:40:00.000000,ANH01A03,ANH01,Tag4,1970-01-01 00:00:00,2020-02-19 17:40:51.072
984465,2020-02-20 13:40:00.000000,ANH01B01,ANH01,Tag4,1970-01-01 00:00:00,2020-02-19 17:40:51.072
984466,2020-02-20 13:40:00.000000,ANH01B02,ANH01,Tag4,1970-01-01 00:00:00,2020-02-19 17:40:51.072
984467,2020-02-20 13:40:00.000000,ANH01B03,ANH01,Tag4,1970-01-01 00:00:00,2020-02-19 17:40:51.072
984468,2020-02-20 13:40:00.000000,ANH01C01,ANH01,Tag4,1970-01-01 00:00:00,2020-02-19 17:40:51.072
984469,2020-02-20 13:40:00.000000,ANH01C02,ANH01,Tag4,1970-01-01 00:00:00,2020-02-19 17:40:51.072
984470,2020-02-20 13:40:00.000000,ANH01C03,ANH01,Tag4,1970-01-01 00:00:00,2020-02-19 17:40:51.072
984471,2020-02-20 13:40:00.000000,ANH01A01,ANH01,Tag5,1.00082059633,2020-02-19 17:40:51.072
984472,2020-02-20 13:40:00.000000,ANH01A02,ANH01,Tag5,5.00097416750,2020-02-19 17:40:51.072
984473,2020-02-20 13:40:00.000000,ANH01A03,ANH01,Tag5,2.00048075758,2020-02-19 17:40:51.072
984474,2020-02-20 13:40:00.000000,ANH01B01,ANH01,Tag5,6.00039294842,2020-02-19 17:40:51.072
984475,2020-02-20 13:40:00.000000,ANH01B02,ANH01,Tag5,3.00099249194,2020-02-19 17:40:51.072
984476,2020-02-20 13:40:00.000000,ANH01B03,ANH01,Tag5,1.00013533926,2020-02-19 17:40:51.072
984477,2020-02-20 13:40:00.000000,ANH01C01,ANH01,Tag5,5.00017257581,2020-02-19 17:40:51.072
984478,2020-02-20 13:40:00.000000,ANH01C02,ANH01,Tag5,1.00039372499,2020-02-19 17:40:51.072
984479,2020-02-20 13:40:00.000000,ANH01C03,ANH01,Tag5,7.00020271898,2020-02-19 17:40:51.072
984480,2020-02-20 13:40:00.000000,ANH01A01,ANH01,Tag6,29333.49784,2020-02-19 17:40:51.072
984481,2020-02-20 13:40:00.000000,ANH01A02,ANH01,Tag6,35096.78217,2020-02-19 17:40:51.072
984482,2020-02-20 13:40:00.000000,ANH01A03,ANH01,Tag6,84021.62006,2020-02-19 17:40:51.072
984483,2020-02-20 13:40:00.000000,ANH01B01,ANH01,Tag6,63393.43008,2020-02-19 17:40:51.072
984484,2020-02-20 13:40:00.000000,ANH01B02,ANH01,Tag6,53954.27409,2020-02-19 17:40:51.072
984485,2020-02-20 13:40:00.000000,ANH01B03,ANH01,Tag6,52456.79912,2020-02-19 17:40:51.072
984486,2020-02-20 13:40:00.000000,ANH01C01,ANH01,Tag6,11121.74649,2020-02-19 17:40:51.072
984487,2020-02-20 13:40:00.000000,ANH01C02,ANH01,Tag6,18004.62103,2020-02-19 17:40:51.072
984488,2020-02-20 13:40:00.000000,ANH01C03,ANH01,Tag6,93146.60279,2020-02-19 17:40:51.072
